CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Bank DOJ,Surname,Geography,Gender,Complain,Satisfaction Score,Card Type,Point Earned
15762110,628,37,5,0,2,1,1,171707.93,0,15-08-18,Anderson,France,Male,0,4,GOLD,668
15706899,559,34,4,0,2,1,1,66721.98,0,19-09-19,Ma,France,Male,0,2,GOLD,784
15732660,769,27,6,0,1,1,1,57876.05,0,12-03-17,Black,France,Female,0,4,SILVER,801
15656121,733,31,5,157791.07,2,0,0,177994.81,0,06-11-17,Medvedeva,Germany,Male,0,5,SILVER,845
15614220,750,22,7,0,2,0,1,105125.65,0,16-07-16,Benson,France,Male,0,5,GOLD,950
15645269,583,42,4,0,2,1,0,17439.66,0,16-09-19,Duncan,France,Female,0,5,DIAMOND,322
15698510,468,42,5,181627.14,2,1,0,172668.39,0,20-05-18,Onwudiwe,Germany,Male,0,1,PLATINUM,506
15569247,727,57,4,109679.72,1,0,1,753.37,0,04-09-19,Mitchell,Spain,Female,0,5,SILVER,841
15566251,618,37,4,96652.86,1,1,0,98686.4,1,01-10-18,Ferrari,France,Female,1,3,DIAMOND,383
15716134,617,40,3,190008.32,2,1,1,107047.92,0,17-10-19,Russo,France,Male,0,4,GOLD,486
15763625,793,41,7,0,2,1,0,152153.74,0,17-04-16,Hazon,Spain,Male,0,4,GOLD,987
15605965,630,43,6,0,2,1,1,34338.04,0,19-05-17,Henderson,France,Male,0,4,GOLD,649
15694821,765,43,7,148962.76,1,0,1,173878.87,1,24-06-16,Hardy,Germany,Male,1,3,GOLD,873
15601688,546,28,3,0,1,1,0,159254.29,0,05-11-19,Piccio,France,Male,0,2,GOLD,715
15575581,614,30,3,131344.52,2,1,0,54776.64,0,06-12-19,Dickson,Germany,Female,0,2,PLATINUM,636
15671209,593,29,3,101713.84,3,1,0,134594.99,0,29-09-19,Holden,Germany,Female,0,2,GOLD,490
15616529,613,34,6,0,1,1,1,41724.72,0,22-10-16,Hsieh,Spain,Male,0,2,GOLD,474
15773906,655,38,7,0,2,0,0,110527.71,0,02-09-16,Doherty,France,Male,0,1,GOLD,437
15722993,700,27,5,137963.07,1,0,0,8996.79,0,25-07-18,Page,France,Female,0,1,GOLD,781
15752463,826,29,3,129938.07,1,0,1,190200.53,0,21-12-19,Samuel,Spain,Female,0,1,GOLD,708
15589754,652,45,5,151421.44,1,0,1,115333.43,0,03-10-17,Malloy,Germany,Male,0,2,GOLD,388
15669899,755,45,4,135643,1,0,0,143619.52,1,10-06-19,Fitts,Germany,Female,1,3,PLATINUM,265
15766887,538,39,6,122773.5,2,1,1,58467.08,0,24-11-16,Iadanza,Spain,Male,0,5,PLATINUM,419
15768006,729,34,5,152303.8,1,1,0,12128.69,0,05-11-17,Wu,France,Male,0,2,PLATINUM,980
15741295,615,49,4,0,2,1,1,49872.33,0,27-06-19,Yefimova,France,Male,0,5,GOLD,678
15811327,700,54,7,79415.67,1,0,1,139735.54,0,12-07-16,Pan,Spain,Male,0,5,PLATINUM,546
15690007,434,58,7,125801.03,2,1,0,60891.8,1,24-06-16,Ts'ui,Germany,Female,1,2,PLATINUM,690
15690664,729,37,4,0,2,1,0,100862.54,0,11-04-19,Liang,Spain,Male,0,3,SILVER,829
15719348,513,35,3,0,1,1,0,76640.29,1,27-11-19,Tsao,France,Male,1,4,GOLD,276
15781802,755,41,7,104817.41,1,1,0,126013.58,1,25-08-16,Abramov,France,Male,1,1,GOLD,224
15752731,615,30,5,0,1,1,0,87347.82,0,23-09-17,Millar,France,Female,0,3,SILVER,437
15600997,747,32,4,67495.04,2,0,1,77370.37,0,16-11-18,Demuth,Germany,Female,0,4,PLATINUM,885
15750776,850,36,4,164850.54,1,1,1,62722.44,0,30-09-18,Genovese,France,Female,0,1,PLATINUM,377
15723907,712,49,3,154776.42,2,0,0,196257.68,0,09-11-19,Lawless,Germany,Female,0,3,PLATINUM,822
15633419,622,28,3,143124.63,2,1,0,81723.8,0,13-11-19,Brooks,Germany,Female,0,4,GOLD,295
15702430,548,35,4,0,1,1,1,31299.71,0,01-09-19,Ignatyeva,France,Female,0,5,SILVER,638
15710456,607,27,6,0,2,1,0,63495.86,0,03-01-17,Balmain,France,Female,0,3,DIAMOND,377
15650351,653,38,3,102133.38,1,1,1,166520.96,0,02-12-19,Millar,France,Female,0,3,SILVER,795
15590820,699,26,7,79932.41,1,0,0,150242.44,0,03-05-16,Ecuyer,Spain,Male,0,4,SILVER,874
15640454,693,40,4,120711.73,1,0,0,27345.18,1,06-12-18,Parkhill,Germany,Male,1,1,DIAMOND,709
15697789,647,43,4,122717.53,2,1,1,87000.39,0,01-12-18,Li Fonti,Germany,Female,0,2,PLATINUM,323
15808182,478,36,6,92363.3,2,1,0,44912.7,0,09-08-17,Beneventi,Spain,Female,0,4,DIAMOND,480
15588670,705,40,3,203715.15,1,1,0,179978.68,1,28-12-19,Despeissis,Spain,Female,1,2,DIAMOND,801
15721292,719,39,5,0,2,1,0,145759.7,0,15-12-17,Atkins,Spain,Male,0,1,SILVER,337
15604217,726,34,5,0,2,0,0,14121.61,0,21-07-18,Williams,France,Male,0,3,SILVER,616
15651369,626,21,6,0,2,1,0,66232.23,0,02-03-17,Wright,France,Male,0,3,GOLD,775
15782454,552,49,6,0,1,1,1,190296.76,1,23-09-16,Hancock,France,Male,1,1,SILVER,759
15814032,807,31,4,93460.47,2,0,0,172782.69,0,06-11-18,Hsieh,Germany,Female,0,5,PLATINUM,597
15570326,621,34,3,0,2,1,1,99128.13,0,10-11-19,Wilkins,France,Male,0,3,DIAMOND,248
15624428,651,24,7,40224.7,1,1,1,178341.33,0,15-06-16,Longo,Germany,Female,0,4,PLATINUM,842
15755638,673,43,6,168069.73,1,1,1,146992.24,1,19-03-17,Mancini,France,Female,1,4,GOLD,732
15600992,652,36,5,0,2,1,1,151314.98,0,28-02-18,Madukaego,France,Male,0,1,PLATINUM,946
15755649,584,47,7,130538.77,1,1,0,92915.84,0,31-01-16,Winter-Irving,Germany,Male,0,3,GOLD,236
15795228,756,37,7,132623.6,1,1,1,58974,0,12-08-16,Stewart,France,Male,0,1,GOLD,677
15589257,670,35,3,103465.02,2,1,1,174627.06,0,01-10-19,Grant,France,Female,0,3,SILVER,671
15719302,765,50,6,126547.8,1,1,1,79579.94,1,23-12-16,Brennan,France,Female,1,1,PLATINUM,357
15639882,528,30,5,128262.72,2,1,0,50771.16,0,04-01-18,She,France,Male,0,2,PLATINUM,791
15791279,701,40,4,169742.64,1,1,1,153537.55,1,08-09-19,Murray,France,Male,1,4,GOLD,840
15636935,797,29,4,0,2,1,1,132975.39,0,26-06-19,Rischbieth,France,Female,0,2,SILVER,779
15686909,639,27,5,150795.81,1,0,1,85208.93,0,15-08-18,Lung,Germany,Male,0,3,GOLD,291
15589572,785,61,3,129855.72,2,1,0,170214.82,1,09-11-19,Otutodilichukwu,Spain,Female,1,4,SILVER,766
15779947,363,28,5,146098.43,3,1,0,100615.14,1,06-12-17,Thomas,Spain,Female,1,2,SILVER,324
15573769,764,24,7,0,2,1,0,186105.99,0,14-09-16,Fiorentini,France,Female,0,1,SILVER,410
15578866,676,43,6,0,1,1,1,55119.53,0,30-11-16,Hughes,France,Female,0,1,PLATINUM,679
15739131,718,28,5,65643.3,1,1,0,28760.99,0,05-02-18,Whitworth,Germany,Male,0,5,GOLD,887
15813444,590,34,5,0,2,1,0,171021.44,0,31-05-18,McIntosh,Spain,Female,0,4,PLATINUM,360
15678058,584,38,6,104584.16,1,1,0,176678.72,0,31-08-17,Ayers,France,Male,0,4,GOLD,565
15769169,645,41,5,0,1,0,1,28667.56,0,19-06-18,Trentino,France,Male,0,1,SILVER,892
15804602,772,30,4,99785.28,2,0,0,197238.03,0,01-10-18,Boyd,Germany,Male,0,3,PLATINUM,410
15651052,399,46,6,127655.22,1,1,0,139994.68,1,03-07-17,McMasters,Germany,Male,1,5,PLATINUM,475
15724334,529,22,4,0,1,1,0,151169.83,0,03-04-19,Alekseyeva,France,Male,0,5,PLATINUM,588
15569451,463,35,5,101257.16,1,1,1,118113.64,0,07-12-17,Miller,France,Male,0,4,PLATINUM,900
15650098,630,40,7,0,2,1,1,34453.17,0,12-03-16,Baranova,France,Female,0,4,GOLD,777
15724307,780,76,5,121313.88,1,0,1,64872.33,0,15-03-18,Mitchell,France,Male,0,3,DIAMOND,908
15599268,584,32,4,0,2,1,0,10956.82,0,30-12-18,Yobachi,Spain,Male,0,1,PLATINUM,735
15594864,752,30,3,81523.38,1,1,1,36885.85,0,21-12-19,Huang,Germany,Male,0,1,SILVER,403
15616451,697,47,6,128252.66,1,1,1,168053.4,0,12-09-17,Genovese,France,Female,0,1,DIAMOND,281
15715667,850,32,4,0,2,0,0,155227,0,22-02-19,Sorokina,France,Female,0,1,GOLD,990
15658969,711,51,6,0,3,1,0,38409.79,1,31-10-16,Gray,France,Male,1,2,SILVER,631
15738174,452,32,3,0,2,0,1,75279.39,0,23-09-19,Ervin,France,Female,0,1,GOLD,923
15813590,610,42,5,0,2,1,0,158302.59,1,27-12-17,Vance,Spain,Male,1,5,DIAMOND,237
15624229,694,22,5,0,2,1,1,11525.72,0,24-11-17,Noble,France,Female,0,1,GOLD,988
15674148,579,33,7,0,1,1,0,94993.04,1,04-05-16,Milanesi,Spain,Male,1,4,PLATINUM,266
15625080,745,54,6,0,1,1,0,173912.29,1,17-09-17,Parkin,Spain,Female,1,1,GOLD,447
15682528,572,33,4,0,1,0,1,41139.05,0,12-12-18,Cremonesi,France,Male,0,4,SILVER,404
15696900,505,29,4,145541.56,2,1,1,58019.95,0,13-03-19,Burns,Germany,Male,0,1,SILVER,701
15730038,706,23,4,0,1,0,0,164128.41,1,26-03-19,Docherty,France,Female,1,2,GOLD,620
15812272,693,44,4,124601.58,2,1,1,46998.13,1,21-07-19,Ugonna,Germany,Male,1,2,SILVER,408
15654654,725,33,5,115182.84,2,1,1,177279.41,0,28-10-17,L?,Germany,Female,0,2,PLATINUM,470
15697625,791,37,4,163789.49,2,1,0,75832.53,0,01-10-18,Bevan,France,Male,0,3,GOLD,340
15616280,536,46,7,65733.41,1,1,0,61094.53,0,08-03-16,Hsia,France,Male,0,2,SILVER,942
15654229,699,47,7,0,2,0,1,30117.44,0,08-07-16,O'Neill,Spain,Male,0,3,SILVER,788
15628298,500,47,5,128486.11,1,1,0,179227.12,0,02-09-18,Johnstone,Spain,Female,0,4,SILVER,641
15733387,707,53,4,109663.47,1,1,1,52110.45,0,13-11-18,Pham,Spain,Female,0,1,SILVER,416
15775572,531,42,4,88324.31,2,1,0,75248.75,0,14-11-18,Bergamaschi,Germany,Female,0,1,DIAMOND,319
15613844,557,28,3,146445.24,2,1,0,184317.74,0,28-12-19,Murphy,France,Female,0,1,GOLD,743
15578515,659,38,6,0,2,1,0,158553.1,0,09-12-16,Osinachi,France,Female,0,5,SILVER,804
15607598,575,31,6,0,2,1,1,95686.42,0,13-02-17,Muravyov,Spain,Female,0,4,SILVER,609
15742480,775,36,4,109949.05,2,0,1,71682.54,0,18-06-19,Igwebuike,Germany,Male,0,1,GOLD,826
15749482,772,30,5,78653.05,1,1,0,1790.48,0,08-03-18,Zack,Spain,Male,0,2,DIAMOND,949
15607537,587,46,4,107850.82,1,1,0,139431,1,08-03-19,Crawford,Germany,Male,1,3,SILVER,744
15575410,667,39,6,83765.35,2,1,0,118358.54,0,17-04-17,Chidiegwu,Germany,Female,0,3,PLATINUM,609
15684865,771,66,6,143773.07,1,1,1,130827.88,0,21-11-16,Lucchesi,France,Female,0,2,DIAMOND,625
15600700,523,63,4,116227.27,1,1,1,119404.63,0,09-11-18,Pan,Germany,Male,0,5,DIAMOND,738
15774155,662,33,7,103471.52,1,1,1,162703,0,27-07-16,Trevisani,Germany,Male,0,3,DIAMOND,243
15634267,717,42,7,0,2,1,0,172665.21,0,12-07-16,Yudin,France,Male,0,3,GOLD,594
15619626,746,24,3,137492.35,2,0,1,170142.09,0,22-10-19,Wade,France,Male,0,3,PLATINUM,642
15660422,569,28,4,0,2,1,0,73977.23,0,12-04-19,Chung,France,Male,0,1,GOLD,688
15617934,579,36,4,129829.59,1,1,1,60906.12,0,11-09-19,Septimus,France,Male,0,5,GOLD,725
15760774,519,21,4,146329.57,2,1,1,194867.27,0,27-09-18,Hargraves,France,Female,0,5,PLATINUM,398
15813132,696,30,5,114027.7,1,1,1,193716.56,0,11-06-18,Chukwukadibia,Germany,Male,0,2,GOLD,597
15593331,693,25,4,146580.69,1,0,1,14633.35,0,13-08-19,Sidorov,Germany,Male,0,4,DIAMOND,459
15616709,587,38,4,132122.42,2,0,0,31730.32,0,03-06-19,Bunton,Germany,Female,0,5,DIAMOND,916
15658052,626,44,4,81553.93,1,1,0,20063.63,1,18-04-19,Cameron,France,Female,1,1,SILVER,780
15721189,666,66,4,0,2,1,1,99792.82,0,29-05-19,Kung,France,Female,0,5,GOLD,545
15711288,512,24,4,0,2,1,0,37654.31,0,11-05-19,Hay,France,Male,0,2,DIAMOND,572
15770030,689,28,7,0,2,1,1,192449.02,0,08-09-16,Conti,Spain,Female,0,4,SILVER,731
15803681,803,26,6,0,2,1,1,181208.47,0,31-12-16,Sims,France,Female,0,2,DIAMOND,1000
15702789,548,32,3,175214.71,1,1,1,155165.61,0,24-12-19,Carter,Germany,Male,0,5,DIAMOND,574
15814930,588,40,4,125534.51,1,1,0,121504.18,1,05-01-19,McGregor,Germany,Female,1,5,SILVER,801
15658306,693,68,5,97705.99,1,1,1,61569.07,0,06-09-18,Lo,France,Male,0,1,GOLD,949
15699523,499,55,7,126817.65,2,1,0,123269.71,0,21-03-16,Chu,Germany,Female,0,5,PLATINUM,390
15610383,628,46,3,46870.43,4,1,0,31272.14,1,25-09-19,Dumetolisa,France,Female,1,1,DIAMOND,826
15615032,624,46,7,0,2,1,1,62825.03,0,27-06-16,Peng,Spain,Male,0,2,SILVER,591
15781989,733,42,4,120094.93,1,1,0,184056.45,0,29-03-19,Drake-Brockman,France,Male,0,5,PLATINUM,668
15647402,628,38,4,0,2,1,1,48924.73,0,06-06-19,Wan,France,Female,0,3,GOLD,914
15740494,633,33,4,0,2,1,0,191111.02,0,18-07-19,Cameron,France,Female,0,5,PLATINUM,674
15701265,559,36,3,104356.94,2,0,1,54184.06,0,05-12-19,Tretiakov,Germany,Female,0,5,GOLD,969
15743532,704,27,6,147004.34,1,1,0,64381.33,1,02-09-17,Ball,Germany,Male,1,4,SILVER,828
15794870,744,38,4,73023.17,2,1,0,78770.86,0,16-06-19,Sal,Germany,Male,0,5,GOLD,353
15747591,665,40,4,173432.55,1,0,1,116766.79,0,07-11-18,Chung,Spain,Female,0,5,PLATINUM,870
15726557,638,42,4,165679.92,1,0,0,32916.29,0,27-03-19,Lai,France,Female,0,3,GOLD,717
15732199,837,31,6,104678.62,1,0,1,50972.6,0,28-04-17,Gether,Spain,Male,0,2,SILVER,263
15662291,534,55,7,116973.26,3,1,0,122066.5,1,03-02-16,Davidson,France,Female,1,1,PLATINUM,840
15749050,548,36,5,0,1,1,0,65996.9,0,07-09-18,Justice,France,Female,0,5,SILVER,409
15781586,837,38,6,126732.85,1,1,1,79577.38,0,24-06-17,Osonduagwuike,Germany,Male,0,2,DIAMOND,644
15617078,658,44,4,148481.09,1,1,0,130529.13,0,13-11-18,Ewing,France,Female,0,4,SILVER,940
15723339,554,38,6,137654.05,2,1,1,172629.67,0,28-05-17,Chin,France,Female,0,2,PLATINUM,326
15671322,724,30,5,115315.04,1,1,0,15216.53,0,14-09-18,Chiang,Germany,Male,0,1,SILVER,985
15793854,723,42,5,99095.73,1,1,1,17512.53,0,10-06-18,Ahmed,France,Male,0,3,DIAMOND,505
15756539,585,39,6,165610.41,2,0,0,131852.01,0,09-03-17,Marshall,Germany,Female,0,1,GOLD,791
15612064,474,33,6,0,2,1,0,181945.52,1,18-01-17,Tsou,France,Male,1,1,DIAMOND,454
15625916,562,32,4,161628.66,1,1,0,91482.5,0,07-12-18,Chien,Spain,Male,0,5,SILVER,561
15683195,719,32,4,146605.27,1,1,1,77119.45,0,15-03-19,Ubanwa,France,Male,0,2,GOLD,603
15690182,635,37,4,113488.68,1,1,0,95611.74,1,04-06-19,Kapustin,Germany,Male,1,1,PLATINUM,969
15721719,743,42,6,77002.2,2,1,1,80428.42,0,14-07-17,Calabresi,France,Male,0,2,PLATINUM,993
15641690,681,67,6,0,2,0,1,163714.92,0,17-01-17,Hsiao,Spain,Male,0,1,SILVER,444
15634896,521,39,7,0,2,0,1,27375.15,0,14-09-16,Grant,France,Female,0,5,GOLD,843
15671590,741,25,7,0,2,1,1,73873.65,0,01-06-16,H?,Spain,Male,0,5,SILVER,234
15779182,790,46,6,182364.53,1,0,0,139266.48,1,11-04-17,Chia,Spain,Male,1,2,GOLD,661
15778287,622,35,4,0,2,1,1,131772.51,0,19-08-19,Ugoji,France,Male,0,5,SILVER,574
15609510,669,45,4,149364.58,1,0,1,173454.07,0,03-08-19,Gregory,France,Male,0,5,SILVER,263
15742229,583,59,5,127450.14,1,0,1,67552.71,0,30-03-18,Mackay,France,Male,0,2,GOLD,992
15658532,520,63,3,162278.32,1,1,1,34765.33,0,13-12-19,Nnamutaezinwa,Spain,Female,0,5,SILVER,998
15590993,579,37,5,152212.88,2,0,0,120219.14,0,26-04-18,Findlay,Spain,Male,0,3,SILVER,299
15565701,698,39,4,161993.89,1,0,0,90212.38,0,11-12-18,Ferri,Spain,Female,0,3,DIAMOND,515
15597239,548,39,4,131468.44,1,1,0,164975.82,0,17-05-19,Ku,Spain,Male,0,1,DIAMOND,668
15688880,672,40,7,102980.44,1,1,0,1285.81,1,06-03-16,Amechi,Germany,Male,1,2,SILVER,568
15813917,653,31,4,143321.97,1,1,0,83679.46,0,26-06-19,Kirk,Germany,Male,0,3,DIAMOND,495
15679611,734,37,4,130404.92,1,0,0,34548.74,0,02-12-18,Andrews,Spain,Female,0,2,DIAMOND,434
15636589,794,41,4,0,2,1,1,74275.08,0,25-12-18,Murray,France,Female,0,2,GOLD,266
15687752,641,30,4,87505.47,2,0,1,7278.57,0,20-02-19,Griffin,France,Male,0,2,DIAMOND,893
15584363,824,30,4,133634.02,1,1,1,162053.92,0,10-09-19,Longstaff,France,Male,0,1,PLATINUM,977
15737748,534,33,6,151233.62,1,0,0,199336.63,0,21-12-16,McWilliam,Spain,Female,0,5,PLATINUM,472
15803365,653,55,4,70263.83,1,0,1,62347.71,0,30-09-18,Coffee,Spain,Male,0,1,GOLD,644
15793247,498,34,5,0,2,1,1,91711.66,0,24-05-18,Hancock,France,Male,0,1,GOLD,949
15572360,683,30,5,57657.49,1,0,0,79240.9,0,29-11-17,Clark,France,Male,0,3,GOLD,905
15795166,618,42,4,153572.31,2,1,1,76679.6,0,05-01-19,Creswell,Germany,Male,0,3,DIAMOND,594
15724620,538,37,5,134752.08,1,1,0,162511.55,0,27-10-17,Dodds,France,Male,0,2,SILVER,710
15800856,643,34,5,83132.09,1,1,1,21360.88,0,20-06-18,Ewen,Spain,Male,0,2,DIAMOND,893
15671097,428,31,6,0,2,1,0,54487.43,0,25-03-17,Carter,France,Female,0,3,PLATINUM,221
15683930,593,32,4,134096.53,2,1,0,53931.05,1,26-12-18,Ch'iu,Germany,Female,1,3,DIAMOND,620
15749004,718,31,4,118100.59,2,1,0,103165.15,0,19-06-19,Tsao,France,Female,0,4,GOLD,870
15800434,811,52,3,76915.4,1,0,0,146359.81,1,04-11-19,Burgess,Germany,Male,1,2,GOLD,488
15709117,823,46,6,81576.75,1,1,1,28370.95,1,09-01-17,Fanucci,Spain,Female,1,1,SILVER,621
15638806,645,49,4,0,2,0,0,10023.15,0,16-11-18,Blackburn,Spain,Male,0,3,SILVER,553
15662294,710,33,3,118327.17,2,1,1,192928.82,0,08-10-19,Bennett,France,Male,0,1,GOLD,809
15690079,591,30,5,124857.69,2,0,0,50485.7,0,28-01-18,Boniwell,Spain,Male,0,2,DIAMOND,650
15759317,748,27,6,90971.85,1,1,1,131662.47,0,24-06-17,Vasilieva,Germany,Female,0,3,GOLD,744
15750497,850,37,4,153147.75,1,1,1,152235.3,0,28-10-18,Longo,France,Female,0,5,GOLD,867
15596181,542,38,4,65942.26,1,1,1,68093.23,1,21-10-18,Kwemto,France,Male,1,4,PLATINUM,258
15576602,809,38,4,0,2,1,1,80061.31,0,01-02-19,Lawrence,France,Male,0,3,DIAMOND,533
15644833,675,54,5,0,1,1,0,149583.67,1,30-12-17,Duncan,France,Male,1,5,SILVER,752
15734634,607,27,3,100912.19,1,0,0,7631.27,0,13-11-19,Bocharova,Spain,Female,0,4,GOLD,908
15808689,850,31,4,0,2,1,1,33082.81,0,16-11-18,Morres,France,Female,0,1,PLATINUM,898
15720702,789,37,7,0,1,1,0,121883.87,1,19-09-16,Shih,France,Male,1,4,SILVER,259
15665077,598,43,5,0,3,1,1,100722.72,1,26-02-18,Vogel,France,Female,1,1,SILVER,858
15763612,756,41,5,124439.49,2,0,1,47093.11,0,15-03-18,T'an,Germany,Male,0,4,PLATINUM,938
15596493,687,47,6,0,2,1,1,177624.01,0,11-11-16,Wisdom,France,Female,0,1,DIAMOND,517
15704483,724,40,6,0,2,0,0,106149.48,0,20-12-16,Lorenzo,France,Male,0,3,PLATINUM,437
15598846,700,44,6,58781.76,1,1,0,16874.92,0,22-03-17,Shahan,France,Female,0,3,PLATINUM,785
15629244,635,50,5,159453.64,2,0,0,54560.79,1,02-11-17,Bryant,Spain,Male,1,3,SILVER,997
15765537,687,26,7,142721.52,1,1,1,153605.75,0,26-05-16,Liang,Germany,Male,0,5,GOLD,334
15729975,613,46,6,167795.6,1,0,1,44390.38,0,10-08-17,Chidozie,France,Female,0,2,DIAMOND,411
15682773,781,38,5,128345.69,2,1,0,63218.85,0,08-03-18,Hayward,France,Female,0,2,SILVER,608
15688007,703,20,7,165260.98,1,1,1,41626.78,0,28-06-16,Liu,Spain,Male,0,5,GOLD,751
15574331,593,62,7,118233.81,1,0,1,24765.53,1,09-08-16,Alexeeva,Germany,Female,1,3,DIAMOND,376
15645572,743,40,5,0,1,1,0,28280.8,1,02-09-18,Calabresi,France,Female,1,2,PLATINUM,744
15742854,640,46,4,0,2,1,0,89043.19,0,25-06-19,Lettiere,Spain,Female,0,1,GOLD,429
15575417,849,37,5,143452.74,2,1,1,17294.12,0,24-06-18,Chou,Germany,Male,0,1,PLATINUM,923
15796721,778,38,5,145018.49,2,1,1,126702.41,0,29-11-17,Nnamutaezinwa,France,Male,0,2,SILVER,598
15734942,539,38,7,82407.51,1,1,0,13123.41,0,15-08-16,Nnamutaezinwa,Germany,Female,0,2,SILVER,327
15664772,489,28,5,79460.98,2,1,1,167973.63,0,26-02-18,Greece,Germany,Male,0,3,PLATINUM,232
15576683,568,43,6,0,1,1,0,125870.79,1,17-12-16,Yin,Spain,Female,1,1,PLATINUM,805
15682563,618,38,4,126473.99,1,1,0,91972.49,0,18-03-19,Larionova,Spain,Male,0,1,SILVER,696
15650889,710,30,3,133537.1,2,1,0,155593.74,0,14-12-19,Golubev,Germany,Female,0,1,PLATINUM,464
15612108,625,52,6,164978.01,1,1,1,67788.49,0,05-11-16,Norman,France,Male,0,3,PLATINUM,482
15761132,682,46,6,128029.72,1,1,1,62615.35,0,21-09-17,Capon,Spain,Male,0,3,GOLD,586
15645511,727,43,4,97403.18,1,1,1,107415.02,1,08-07-19,Chukwudi,Spain,Male,1,1,GOLD,612
15609824,794,41,5,176845.41,3,1,0,166526.26,1,11-05-18,Fedorov,France,Female,1,5,GOLD,226
15640268,652,71,3,0,1,1,1,120107.1,0,03-11-19,Avdeeva,Spain,Male,0,3,DIAMOND,305
15645778,670,42,4,81589.04,1,1,0,188227.8,0,26-09-18,Reid,Spain,Male,0,2,GOLD,984
15691104,460,40,4,119507.58,2,1,0,91560.63,1,08-03-19,Kennedy,Germany,Female,1,5,SILVER,766
15714567,568,26,6,0,2,0,0,166495.2,0,19-07-17,Chan,Spain,Female,0,5,SILVER,634
15777826,643,30,5,94443.77,1,1,1,165614.4,0,30-06-18,Wofford,France,Male,0,2,GOLD,606
15668445,521,37,4,0,2,1,1,86372.24,0,19-05-19,Mai,France,Male,0,5,SILVER,942
15576162,615,32,5,92199.84,1,1,1,2755.53,0,02-11-17,King,France,Male,0,3,SILVER,721
15778135,575,43,5,0,1,1,0,83594.51,0,26-11-17,T'ao,Spain,Male,0,5,DIAMOND,600
15613141,717,41,3,135756.96,1,1,1,103706.41,0,12-11-19,Hsu,France,Female,0,2,SILVER,801
15635435,648,54,7,120633.42,1,0,0,5924.38,1,17-04-16,White,France,Female,1,4,SILVER,425
15596552,535,48,6,134542.73,1,1,1,58203.67,1,16-08-17,Stephens,Germany,Male,1,4,SILVER,351
15623644,626,29,6,0,2,1,0,49361.84,0,02-12-16,Frolov,Spain,Male,0,5,PLATINUM,429
15683403,611,52,4,0,1,0,1,73585.18,1,19-02-19,Lombardi,Spain,Male,1,2,PLATINUM,380
15615029,734,39,5,0,1,1,1,95135.27,0,18-09-18,Munro,Spain,Male,0,1,GOLD,593
15769005,709,49,5,154344.49,2,1,1,38794.57,0,22-09-18,Hayward,France,Male,0,2,DIAMOND,330
15746326,591,43,3,0,2,0,1,198926.36,0,24-09-19,Fields,France,Male,0,3,PLATINUM,785
15722364,664,43,4,189026.53,2,1,1,56099.86,0,10-12-18,Onwumelu,France,Male,0,3,GOLD,616
15704954,431,37,7,120764.08,1,1,1,117023.08,0,12-03-16,Suffolk,France,Male,0,2,SILVER,389
15694409,647,22,4,97975.82,2,0,1,62083,0,17-04-19,Tsao,Germany,Female,0,5,DIAMOND,299
15754068,578,32,6,0,2,1,1,141822.8,0,28-09-16,Judd,France,Male,0,4,DIAMOND,434
15683841,555,41,4,113270.2,2,1,1,185387.14,0,02-07-19,Hamilton,Germany,Male,0,1,SILVER,398
15789095,775,30,3,0,2,0,1,57461.13,0,14-10-19,T'ang,Spain,Male,0,5,PLATINUM,368
15719958,850,39,6,124548.99,2,1,1,120380.12,0,06-07-17,Degtyarev,Germany,Male,0,2,DIAMOND,243
15689514,625,43,6,201696.07,1,1,0,133020.9,1,26-08-17,Kang,France,Male,1,4,GOLD,538
15621353,645,37,6,0,2,1,0,13589.93,0,11-03-17,Hudson,Spain,Female,0,4,DIAMOND,318
15627232,608,44,5,114203.47,1,1,1,77830.36,1,01-02-18,Jibunoh,Germany,Male,1,4,PLATINUM,268
15745843,689,31,3,0,2,1,1,136610.02,0,10-10-19,Kinlaw,Spain,Female,0,5,PLATINUM,840
15722902,652,50,5,125437.64,1,1,1,17160.94,1,01-05-18,Chizuoke,Germany,Male,1,1,DIAMOND,765
15791767,769,26,5,0,2,1,0,176843.53,0,20-12-17,Lucciano,France,Female,0,1,GOLD,667
15792722,611,43,6,64897.75,1,1,0,114996.33,0,13-10-16,Omeokachie,France,Female,0,4,SILVER,692
15723006,489,38,5,0,2,0,1,196990.79,0,25-02-18,Gorbunova,France,Male,0,1,DIAMOND,821
15771942,528,46,5,135555.66,1,1,0,133146.03,1,08-03-18,Tikhonov,Germany,Female,1,4,PLATINUM,764
15774738,632,44,5,107764.75,1,1,0,185667.72,0,05-05-18,Campa,France,Male,0,4,GOLD,582
15574004,429,27,4,117307.44,2,1,1,24020.49,0,01-10-18,Mancini,France,Female,0,4,DIAMOND,985
15587233,457,41,4,73700.12,3,1,1,185750.02,1,12-12-18,Donoghue,France,Male,1,5,DIAMOND,310
15808228,768,44,6,60603.4,1,1,1,178045.97,0,29-01-17,Tuan,Spain,Female,0,4,DIAMOND,570
15682834,715,35,4,40169.88,2,1,1,199857.47,0,22-08-19,Johnstone,Spain,Female,0,5,GOLD,484
